"Table 1: 2003 Poverty and Median Income Estimates - Counties                             Source: U.S. Census Bureau, Small Area Estimates Branch                              Release date: 10.02.2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State FIPS,County FIPS,Postal Code,Name,Poverty Estimate All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 0-17,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 0-17,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Median Household Income,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 0-4,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 0-4,90% CI Lower Bound,90% CI Upper Bound
48,041,TX,Brazos County,"27,239","20,650","33,829",19.0,14.4,23.6,"6,955","5,216","8,694",20.7,15.6,25.9,"4,478","3,217","5,739",20.1,14.5,25.8,"31,569","29,458","33,831",,,,,,
48,043,TX,Brewster County,"1,526","1,175","1,877",17.5,13.5,21.5,505,375,635,25.2,18.7,31.7,336,238,434,24.1,17.1,31.1,"29,295","27,472","31,239",,,,,,
48,045,TX,Briscoe County,268,203,333,15.6,11.8,19.4,118,86,149,25.0,18.3,31.8,81,56,106,25.3,17.6,32.9,"29,256","27,270","31,386",,,,,,
48,047,TX,Brooks County,"2,283","1,756","2,809",29.7,22.8,36.5,984,733,"1,235",41.9,31.2,52.6,679,483,875,40.0,28.4,51.5,"20,905","19,577","22,324",,,,,,
48,049,TX,Brown County,"6,555","5,067","8,043",18.1,14.0,22.2,"2,514","1,881","3,147",27.3,20.4,34.2,"1,654","1,183","2,125",25.4,18.2,32.7,"31,835","29,891","33,906",,,,,,
48,051,TX,Burleson County,"2,629","2,036","3,222",15.5,12.0,19.0,960,719,"1,200",22.2,16.6,27.8,631,452,810,19.7,14.1,25.3,"33,979","31,931","36,159",,,,,,
48,053,TX,Burnet County,"4,695","3,609","5,781",11.9,9.2,14.7,"1,762","1,310","2,214",19.4,14.4,24.4,"1,141",810,"1,472",17.4,12.4,22.5,"40,954","38,402","43,675",,,,,,
48,055,TX,Caldwell County,"5,104","3,932","6,276",14.7,11.3,18.0,"2,080","1,548","2,612",21.1,15.7,26.5,"1,362",973,"1,751",19.3,13.8,24.8,"36,850","34,612","39,233",,,,,,
48,057,TX,Calhoun County,"3,347","2,611","4,083",16.4,12.8,20.0,"1,359","1,025","1,694",23.4,17.7,29.2,913,660,"1,166",22.2,16.0,28.3,"35,211","33,105","37,452",,,,,,
48,059,TX,Callahan County,"1,889","1,453","2,324",14.3,11.0,17.6,690,512,868,22.5,16.7,28.2,464,330,598,19.3,13.7,24.8,"33,152","31,132","35,303",,,,,,
48,061,TX,Cameron County,"108,874","85,236","132,511",29.6,23.2,36.0,"52,076","39,547","64,606",41.3,31.4,51.3,"33,042","24,061","42,023",39.3,28.6,49.9,"26,352","24,743","28,065",,,,,,
48,063,TX,Camp County,"2,152","1,654","2,650",18.2,14.0,22.4,907,678,"1,137",27.6,20.6,34.6,609,435,783,26.0,18.6,33.5,"31,700","29,722","33,810",,,,,,
48,065,TX,Carson County,574,438,710,8.9,6.8,11.1,210,154,266,12.6,9.2,16.0,144,101,187,11.3,7.9,14.7,"38,341","35,584","41,313",,,,,,
48,067,TX,Cass County,"5,153","4,009","6,297",17.4,13.6,21.3,"1,756","1,320","2,192",25.0,18.8,31.3,"1,162",836,"1,488",22.6,16.3,29.0,"30,285","28,429","32,263",,,,,,
48,069,TX,Castro County,"1,489","1,138","1,840",19.5,14.9,24.1,699,521,877,28.8,21.5,36.2,468,333,603,26.7,19.0,34.4,"34,761","32,379","37,319",,,,,,
48,071,TX,Chambers County,"2,951","2,212","3,689",10.5,7.9,13.2,"1,115",790,"1,440",15.0,10.6,19.4,709,475,943,12.6,8.5,16.8,"56,478","52,449","60,817",,,,,,
48,073,TX,Cherokee County,"8,334","6,444","10,224",18.3,14.1,22.4,"3,332","2,500","4,164",26.2,19.7,32.8,"2,175","1,561","2,789",24.6,17.7,31.6,"30,040","28,204","31,996",,,,,,
48,075,TX,Childress County,"1,219",912,"1,526",21.3,15.9,26.6,446,328,563,28.2,20.8,35.6,298,210,386,26.2,18.4,34.0,"27,416","25,636","29,319",,,,,,
48,077,TX,Clay County,"1,240",953,"1,527",11.1,8.6,13.7,397,295,499,15.9,11.8,20.0,271,192,350,13.7,9.7,17.7,"37,957","35,661","40,400",,,,,,
48,079,TX,Cochran County,739,562,916,22.6,17.2,28.0,331,245,418,34.8,25.7,43.9,225,159,291,31.8,22.5,41.1,"26,841","25,005","28,813",,,,,,
48,081,TX,Coke County,501,382,621,14.6,11.2,18.1,164,119,208,22.8,16.6,29.0,112,78,146,20.5,14.3,26.8,"29,934","28,056","31,938",,,,,,
48,083,TX,Coleman County,"1,766","1,359","2,173",20.7,15.9,25.4,633,471,795,32.4,24.1,40.7,419,298,540,28.9,20.6,37.3,"25,479","23,858","27,209",,,,,,
48,085,TX,Collin County,"34,077","26,616","41,539",5.4,4.2,6.6,"11,626","8,756","14,495",6.6,5.0,8.2,"7,459","5,380","9,538",6.0,4.3,7.7,"74,333","69,931","79,011",,,,,,
48,087,TX,Collingsworth County,544,417,671,18.2,14.0,22.5,219,161,276,28.8,21.2,36.4,147,103,191,26.1,18.4,33.9,"28,098","26,345","29,968",,,,,,
48,089,TX,Colorado County,"3,116","2,404","3,827",15.6,12.1,19.2,"1,109",829,"1,389",22.2,16.6,27.8,747,533,961,20.7,14.8,26.6,"32,528","30,538","34,646",,,,,,
48,091,TX,Comal County,"9,027","7,021","11,033",9.9,7.7,12.1,"3,239","2,443","4,035",14.7,11.1,18.3,"2,031","1,456","2,606",12.6,9.0,16.2,"48,888","45,948","52,017",,,,,,
48,093,TX,Comanche County,"2,388","1,840","2,936",18.0,13.8,22.1,916,683,"1,149",27.7,20.7,34.8,599,427,771,24.3,17.3,31.3,"29,726","27,887","31,687",,,,,,
48,095,TX,Concho County,444,315,574,18.6,13.1,24.0,119,87,151,22.0,16.1,28.0,80,55,105,19.7,13.7,25.7,"28,151","26,236","30,205",,,,,,
48,097,TX,Cooke County,"5,113","3,952","6,274",13.6,10.5,16.6,"1,907","1,427","2,387",19.3,14.4,24.1,"1,237",886,"1,588",17.2,12.3,22.1,"39,744","37,341","42,303",,,,,,
48,099,TX,Coryell County,"9,110","6,768","11,452",15.7,11.7,19.7,"3,872","2,853","4,892",19.8,14.6,25.0,"2,510","1,756","3,264",17.4,12.2,22.7,"35,133","32,850","37,576",,,,,,
48,101,TX,Cottle County,336,257,415,19.5,14.9,24.1,131,96,166,32.0,23.5,40.5,91,64,118,31.6,22.2,41.0,"26,623","24,951","28,406",,,,,,
48,103,TX,Crane County,447,340,554,11.8,9.0,14.6,175,129,221,15.7,11.6,19.8,122,86,158,14.4,10.1,18.6,"36,684","34,310","39,221",,,,,,
48,105,TX,Crockett County,594,452,736,15.2,11.6,18.8,219,161,278,21.0,15.4,26.6,148,104,192,19.5,13.7,25.3,"33,180","31,037","35,470",,,,,,
48,107,TX,Crosby County,"1,495","1,149","1,841",22.8,17.5,28.1,645,482,808,33.8,25.2,42.3,435,311,559,30.8,22.0,39.6,"28,124","26,393","29,969",,,,,,
48,109,TX,Culberson County,633,483,784,23.2,17.7,28.7,284,209,359,34.8,25.6,44.0,187,131,243,32.5,22.8,42.1,"23,923","22,249","25,722",,,,,,
48,111,TX,Dallam County,879,672,"1,085",14.3,10.9,17.7,407,302,512,21.5,16.0,27.1,265,187,343,19.5,13.8,25.2,"29,825","27,615","32,212",,,,,,
48,113,TX,Dallas County,"380,616","304,008","457,225",16.8,13.4,20.2,"151,651","117,148","186,153",23.2,17.9,28.5,"93,752","69,717","117,787",21.3,15.9,26.8,"41,256","39,217","43,401",,,,,,
48,115,TX,Dawson County,"2,717","2,084","3,349",22.5,17.3,27.8,"1,083",809,"1,358",31.3,23.4,39.2,730,521,939,29.1,20.8,37.5,"27,089","25,364","28,932",,,,,,
48,117,TX,Deaf Smith County,"3,238","2,518","3,957",17.7,13.8,21.6,"1,501","1,133","1,870",24.8,18.7,30.9,976,706,"1,246",22.7,16.4,29.0,"29,203","27,203","31,351",,,,,,
48,119,TX,Delta County,874,670,"1,079",16.2,12.4,20.0,314,233,395,24.4,18.1,30.6,214,152,276,22.3,15.8,28.8,"29,540","27,722","31,477",,,,,,
48,121,TX,Denton County,"43,345","34,003","52,687",8.3,6.5,10.1,"13,977","10,569","17,385",9.7,7.3,12.0,"8,808","6,386","11,230",8.7,6.3,11.1,"61,460","57,914","65,223",,,,,,
48,123,TX,DeWitt County,"3,546","2,761","4,330",19.1,14.8,23.3,"1,206",909,"1,503",26.6,20.0,33.1,796,575,"1,017",24.0,17.3,30.6,"29,421","27,660","31,293",,,,,,
48,125,TX,Dickens County,412,310,514,18.8,14.1,23.4,120,89,151,24.4,18.1,30.8,78,55,101,22.5,15.8,29.1,"24,663","23,022","26,420",,,,,,
48,127,TX,Dimmit County,"2,885","2,218","3,553",28.5,21.9,35.1,"1,318",982,"1,654",41.3,30.8,51.8,886,631,"1,141",37.5,26.7,48.3,"23,667","22,133","25,307",,,,,,
48,129,TX,Donley County,608,465,750,16.5,12.6,20.4,207,153,261,25.0,18.4,31.5,138,97,179,22.1,15.6,28.6,"29,049","27,259","30,956",,,,,,
48,131,TX,Duval County,"3,034","2,333","3,735",25.3,19.5,31.1,"1,237",920,"1,555",35.5,26.4,44.6,824,585,"1,063",32.9,23.4,42.5,"25,165","23,579","26,857",,,,,,
48,133,TX,Eastland County,"3,222","2,484","3,961",18.2,14.0,22.4,"1,143",854,"1,432",27.7,20.7,34.7,753,538,968,25.4,18.1,32.6,"28,174","26,448","30,013",,,,,,
48,135,TX,Ector County,"23,694","18,326","29,062",19.3,14.9,23.7,"10,196","7,673","12,718",27.5,20.7,34.4,"6,507","4,685","8,329",25.2,18.2,32.3,"33,124","31,103","35,277",,,,,,
48,137,TX,Edwards County,453,301,604,22.8,15.2,30.4,207,124,290,37.3,22.4,52.2,133,73,193,30.7,16.8,44.6,"25,991","24,369","27,720",,,,,,
48,139,TX,Ellis County,"13,733","10,695","16,772",10.8,8.4,13.2,"5,422","4,096","6,748",15.1,11.4,18.8,"3,417","2,471","4,363",13.1,9.5,16.7,"49,839","46,812","53,061",,,,,,
48,141,TX,El Paso County,"179,739","141,232","218,246",25.6,20.1,31.1,"81,587","62,023","101,151",36.3,27.6,45.0,"51,273","37,403","65,143",32.9,24.0,41.8,"31,161","29,342","33,093",,,,,,
48,143,TX,Erath County,"5,043","3,920","6,166",15.8,12.3,19.3,"1,682","1,267","2,098",21.3,16.0,26.5,"1,094",789,"1,399",19.5,14.0,24.9,"30,737","28,866","32,729",,,,,,
48,145,TX,Falls County,"3,425","2,614","4,235",21.7,16.5,26.8,"1,299",945,"1,654",30.3,22.0,38.5,907,626,"1,188",27.9,19.3,36.6,"26,944","25,248","28,754",,,,,,
48,147,TX,Fannin County,"4,486","3,450","5,523",15.4,11.9,19.0,"1,519","1,138","1,899",21.1,15.8,26.4,992,711,"1,273",18.6,13.3,23.9,"34,014","31,925","36,240",,,,,,
48,149,TX,Fayette County,"2,764","2,130","3,397",12.5,9.6,15.4,901,668,"1,133",18.0,13.3,22.6,592,420,764,16.2,11.5,20.9,"38,107","35,756","40,612",,,,,,
48,151,TX,Fisher County,583,447,720,14.4,11.0,17.8,190,138,241,21.1,15.4,26.9,133,92,174,19.0,13.2,24.9,"29,325","27,524","31,244",,,,,,
48,153,TX,Floyd County,"1,475","1,130","1,820",20.5,15.7,25.3,675,502,847,30.3,22.6,38.1,455,323,587,27.9,19.8,35.9,"26,942","25,058","28,967",,,,,,
48,155,TX,Foard County,237,181,293,15.6,11.9,19.3,84,61,107,22.8,16.6,29.0,59,41,77,20.1,14.0,26.1,"25,329","23,679","27,094",,,,,,
48,157,TX,Fort Bend County,"36,817","28,816","44,817",8.4,6.6,10.2,"13,895","10,474","17,316",11.1,8.4,13.8,"8,809","6,361","11,257",9.3,6.7,11.9,"64,983","61,075","69,142",,,,,,
48,159,TX,Franklin County,"1,368","1,038","1,699",13.8,10.4,17.1,489,347,632,21.9,15.5,28.2,311,209,413,18.8,12.6,25.0,"36,997","34,536","39,633",,,,,,
48,161,TX,Freestone County,"2,566","1,977","3,155",15.0,11.6,18.5,866,646,"1,086",21.0,15.6,26.3,581,414,748,19.1,13.6,24.6,"34,114","32,018","36,348",,,,,,
48,163,TX,Frio County,"3,987","3,053","4,920",27.9,21.3,34.4,"1,667","1,244","2,089",36.9,27.6,46.3,"1,106",789,"1,423",34.9,24.9,44.9,"24,340","22,812","25,971",,,,,,
48,165,TX,Gaines County,"2,732","2,093","3,371",18.8,14.4,23.2,"1,303",966,"1,639",27.2,20.1,34.2,888,628,"1,148",25.7,18.2,33.2,"31,553","29,558","33,682",,,,,,
48,167,TX,Galveston County,"36,647","28,729","44,565",13.7,10.7,16.6,"13,204","10,032","16,376",18.7,14.2,23.2,"8,368","6,097","10,639",16.6,12.1,21.1,"44,872","42,265","47,640",,,,,,
48,169,TX,Garza County,903,686,"1,119",19.7,15.0,24.4,373,266,480,27.0,19.3,34.7,259,175,343,26.1,17.7,34.5,"28,807","27,004","30,731",,,,,,
48,171,TX,Gillespie County,"2,381","1,832","2,930",10.8,8.3,13.3,751,557,944,16.4,12.2,20.6,493,349,637,14.6,10.3,18.8,"40,105","37,623","42,751",,,,,,
48,173,TX,Glasscock County,137,96,178,10.3,7.2,13.4,57,37,77,14.5,9.3,19.6,39,23,55,12.4,7.5,17.4,"38,792","36,304","41,450",,,,,,
48,175,TX,Goliad County,"1,059",816,"1,303",15.1,11.6,18.6,363,268,458,21.9,16.2,27.7,249,175,323,20.1,14.2,26.1,"36,166","33,976","38,496",,,,,,
48,177,TX,Gonzales County,"3,577","2,760","4,394",18.8,14.5,23.1,"1,484","1,108","1,860",28.2,21.1,35.4,996,712,"1,280",27.2,19.4,34.9,"28,890","27,111","30,786",,,,,,
48,179,TX,Gray County,"2,953","2,277","3,630",15.0,11.5,18.4,998,745,"1,250",20.3,15.2,25.4,660,471,849,18.2,13.0,23.4,"33,746","31,621","36,013",,,,,,
48,181,TX,Grayson County,"15,264","11,816","18,712",13.5,10.5,16.6,"5,518","4,142","6,894",19.5,14.6,24.3,"3,525","2,532","4,518",17.3,12.4,22.2,"37,772","35,484","40,209",,,,,,
48,183,TX,Gregg County,"18,336","14,269","22,404",16.4,12.7,20.0,"7,282","5,503","9,061",23.8,18.0,29.6,"4,624","3,346","5,902",21.9,15.8,27.9,"37,076","34,832","39,464",,,,,,
48,185,TX,Grimes County,"3,794","2,917","4,671",16.8,12.9,20.7,"1,310",981,"1,640",22.0,16.5,27.6,871,624,"1,118",20.4,14.6,26.3,"32,546","30,559","34,662",,,,,,
48,187,TX,Guadalupe County,"11,793","9,205","14,381",12.0,9.4,14.7,"4,550","3,439","5,662",17.4,13.2,21.7,"3,011","2,183","3,839",15.4,11.2,19.7,"45,609","42,860","48,535",,,,,,
48,189,TX,Hale County,"6,827","5,350","8,305",20.1,15.8,24.5,"2,964","2,250","3,677",27.6,20.9,34.2,"1,989","1,448","2,530",26.2,19.1,33.3,"31,024","29,184","32,980",,,,,,
48,191,TX,Hall County,827,634,"1,020",22.4,17.2,27.6,354,261,447,35.3,26.0,44.5,247,174,320,33.5,23.5,43.4,"24,261","22,745","25,879",,,,,,
48,193,TX,Hamilton County,"1,242",954,"1,530",15.7,12.1,19.4,442,329,555,24.0,17.9,30.2,303,215,391,22.0,15.6,28.4,"30,356","28,473","32,363",,,,,,
48,195,TX,Hansford County,704,537,872,13.7,10.5,17.0,281,207,355,19.5,14.4,24.6,192,135,249,18.7,13.1,24.2,"35,087","32,578","37,789",,,,,,
48,197,TX,Hardeman County,715,548,881,16.5,12.7,20.4,253,187,319,24.6,18.2,31.1,176,124,228,22.6,15.9,29.3,"28,921","27,119","30,842",,,,,,
48,199,TX,Hardin County,"6,223","4,825","7,621",12.5,9.7,15.3,"2,245","1,686","2,804",17.4,13.1,21.8,"1,475","1,060","1,890",15.5,11.1,19.8,"40,465","38,004","43,085",,,,,,
48,201,TX,Harris County,"587,228","471,285","703,170",16.3,13.0,19.5,"228,966","177,444","280,488",21.7,16.8,26.6,"140,666","105,033","176,299",19.4,14.5,24.3,"42,262","40,357","44,258",,,,,,
48,203,TX,Harrison County,"9,893","7,686","12,099",16.2,12.6,19.8,"3,686","2,777","4,594",23.3,17.6,29.1,"2,398","1,730","3,066",20.7,15.0,26.5,"34,521","32,437","36,738",,,,,,
48,205,TX,Hartley County,378,263,492,9.4,6.6,12.3,113,78,147,9.7,6.7,12.6,82,54,110,10.3,6.8,13.9,"41,324","38,012","44,924",,,,,,
48,207,TX,Haskell County,"1,105",847,"1,362",20.1,15.4,24.8,374,276,472,30.5,22.5,38.6,257,180,334,28.2,19.8,36.6,"25,690","24,072","27,416",,,,,,
48,209,TX,Hays County,"13,866","10,739","16,993",12.4,9.6,15.2,"3,835","2,888","4,783",13.7,10.3,17.1,"2,479","1,784","3,174",12.8,9.2,16.4,"45,893","43,078","48,891",,,,,,
48,211,TX,Hemphill County,307,233,380,9.6,7.3,11.9,94,68,120,11.7,8.5,14.9,66,46,86,11.7,8.1,15.3,"42,408","39,536","45,489",,,,,,
48,213,TX,Henderson County,"12,970","10,073","15,866",16.6,12.9,20.3,"4,807","3,617","5,998",25.7,19.3,32.1,"3,139","2,262","4,016",23.3,16.8,29.8,"32,503","30,538","34,594",,,,,,
48,215,TX,Hidalgo County,"202,572","158,975","246,168",31.0,24.4,37.7,"98,707","75,039","122,374",42.4,32.3,52.6,"63,041","45,973","80,109",40.6,29.6,51.5,"25,937","24,367","27,609",,,,,,
48,217,TX,Hill County,"5,563","4,294","6,831",16.2,12.5,19.8,"2,162","1,614","2,710",24.6,18.4,30.9,"1,414","1,009","1,819",23.0,16.4,29.6,"32,411","30,436","34,513",,,,,,
48,219,TX,Hockley County,"3,882","2,989","4,774",17.5,13.5,21.5,"1,532","1,145","1,919",24.8,18.5,31.1,"1,022",730,"1,314",23.2,16.5,29.8,"32,678","30,680","34,806",,,,,,
48,221,TX,Hood County,"5,101","3,935","6,267",11.1,8.6,13.6,"1,913","1,413","2,412",18.6,13.8,23.5,"1,265",901,"1,629",16.5,11.8,21.3,"45,951","43,137","48,947",,,,,,
48,223,TX,Hopkins County,"4,828","3,729","5,928",14.8,11.4,18.1,"1,803","1,348","2,258",21.6,16.2,27.1,"1,175",839,"1,511",19.8,14.2,25.5,"32,286","30,296","34,407",,,,,,
48,225,TX,Houston County,"4,364","3,343","5,384",21.5,16.4,26.5,"1,526","1,138","1,913",30.9,23.1,38.7,"1,034",737,"1,331",28.4,20.3,36.6,"28,036","26,298","29,890",,,,,,
48,227,TX,Howard County,"5,592","4,306","6,879",19.8,15.2,24.3,"2,055","1,540","2,569",26.6,20.0,33.3,"1,347",966,"1,728",24.5,17.5,31.4,"30,723","28,836","32,734",,,,,,
48,229,TX,Hudspeth County,937,716,"1,159",28.7,21.9,35.5,447,330,563,41.4,30.6,52.1,308,217,399,38.3,27.0,49.6,"21,938","20,493","23,485",,,,,,
48,231,TX,Hunt County,"12,180","9,468","14,892",15.4,11.9,18.8,"4,642","3,495","5,790",22.4,16.9,28.0,"3,023","2,183","3,863",20.3,14.7,26.0,"37,347","35,100","39,739",,,,,,
48,233,TX,Hutchinson County,"2,816","2,166","3,465",12.6,9.7,15.5,"1,059",790,"1,329",18.0,13.4,22.5,690,492,888,16.1,11.5,20.7,"39,643","37,223","42,219",,,,,,
48,235,TX,Irion County,183,139,227,10.5,8.0,13.1,64,46,82,16.6,11.9,21.2,43,29,57,13.6,9.3,17.9,"36,944","34,672","39,364",,,,,,
48,237,TX,Jack County,"1,112",848,"1,375",14.1,10.7,17.4,361,268,455,18.5,13.8,23.3,235,166,304,16.2,11.5,21.0,"34,104","32,014","36,330",,,,,,
48,239,TX,Jackson County,"2,009","1,547","2,472",14.2,10.9,17.5,743,553,933,19.9,14.8,25.0,498,354,642,18.9,13.4,24.3,"34,391","32,224","36,704",,,,,,
48,241,TX,Jasper County,"6,402","4,948","7,856",18.4,14.3,22.6,"2,459","1,841","3,077",27.0,20.2,33.8,"1,636","1,171","2,101",25.0,17.9,32.1,"31,275","29,363","33,312",,,,,,
48,243,TX,Jeff Davis County,322,246,399,14.7,11.2,18.2,115,84,147,26.3,19.1,33.6,81,56,106,22.5,15.7,29.4,"32,299","30,304","34,425",,,,,,
48,245,TX,Jefferson County,"42,290","33,142","51,437",18.1,14.2,22.1,"15,984","12,142","19,827",25.6,19.5,31.8,"10,207","7,434","12,980",22.7,16.6,28.9,"35,012","32,947","37,206",,,,,,
48,247,TX,Jim Hogg County,"1,130",865,"1,396",22.5,17.2,27.8,466,346,587,31.7,23.5,39.9,310,220,400,28.0,19.8,36.2,"28,025","26,281","29,886",,,,,,
48,249,TX,Jim Wells County,"8,887","6,912","10,862",22.0,17.1,26.9,"3,775","2,846","4,703",31.2,23.5,38.9,"2,468","1,782","3,154",27.8,20.1,35.5,"30,979","29,083","32,997",,,,,,
48,251,TX,Johnson County,"15,355","11,903","18,807",10.9,8.5,13.4,"6,257","4,701","7,812",16.3,12.3,20.4,"4,143","2,970","5,316",14.7,10.6,18.9,"45,284","42,553","48,191",,,,,,
48,253,TX,Jones County,"3,127","2,362","3,892",20.7,15.6,25.7,"1,058",793,"1,323",27.4,20.5,34.3,716,514,918,24.7,17.7,31.7,"28,516","26,712","30,441",,,,,,
48,255,TX,Karnes County,"2,832","2,137","3,527",23.9,18.0,29.7,936,697,"1,174",29.3,21.8,36.7,613,436,790,26.7,19.0,34.4,"26,415","24,730","28,215",,,,,,
48,257,TX,Kaufman County,"9,687","7,525","11,849",11.5,9.0,14.1,"3,834","2,887","4,780",16.6,12.5,20.7,"2,463","1,777","3,149",14.7,10.6,18.8,"46,108","43,296","49,103",,,,,,
48,259,TX,Kendall County,"2,458","1,884","3,032",9.2,7.0,11.3,830,614,"1,047",12.3,9.1,15.4,548,387,709,10.8,7.6,13.9,"55,237","51,750","58,958",,,,,,
48,261,TX,Kenedy County,54,40,68,13.4,10.0,16.8,23,16,30,21.0,14.6,27.5,16,11,21,21.6,14.3,29.0,"24,248","22,387","26,264",,,,,,
48,263,TX,Kent County,67,49,84,9.4,7.0,11.9,17,12,22,12.6,8.7,16.5,12,8,16,11.9,7.8,16.1,"33,733","31,557","36,060",,,,,,
48,265,TX,Kerr County,"6,037","4,724","7,350",13.7,10.7,16.7,"2,169","1,644","2,695",22.2,16.8,27.6,"1,362",990,"1,734",19.0,13.8,24.2,"35,939","33,819","38,191",,,,,,
48,267,TX,Kimble County,777,596,958,17.2,13.2,21.2,288,213,363,28.4,21.0,35.8,198,140,256,27.0,19.1,34.9,"28,379","26,608","30,267",,,,,,
48,269,TX,King County,45,33,56,14.8,11.1,18.5,16,11,20,20.4,14.5,26.3,12,8,16,19.0,12.7,25.3,"35,925","33,559","38,459",,,,,,
48,271,TX,Kinney County,651,500,803,19.6,15.0,24.2,233,172,294,29.7,21.9,37.5,165,116,214,28.1,19.7,36.5,"29,927","28,094","31,880",,,,,,
48,273,TX,Kleberg County,"6,823","5,255","8,390",22.9,17.6,28.2,"2,575","1,920","3,231",31.4,23.4,39.3,"1,713","1,220","2,206",30.2,21.5,38.9,"30,395","28,539","32,373",,,,,,
48,275,TX,Knox County,787,603,971,20.8,15.9,25.7,336,248,423,31.7,23.4,39.9,231,163,299,28.8,20.3,37.3,"26,658","24,982","28,447",,,,,,
48,277,TX,Lamar County,"8,650","6,693","10,608",17.8,13.8,21.9,"3,433","2,576","4,290",27.1,20.3,33.8,"2,208","1,584","2,832",24.1,17.3,30.9,"31,732","29,778","33,814",,,,,,
48,279,TX,Lamb County,"2,745","2,114","3,376",19.3,14.9,23.8,"1,124",839,"1,409",27.6,20.6,34.6,735,525,945,25.4,18.1,32.6,"28,205","26,396","30,138",,,,,,
48,281,TX,Lampasas County,"2,807","2,160","3,454",13.8,10.6,16.9,"1,143",843,"1,442",21.7,16.0,27.4,767,540,994,20.0,14.1,25.9,"34,713","32,558","37,012",,,,,,
48,283,TX,La Salle County,"1,438","1,104","1,771",27.0,20.7,33.3,620,461,779,37.7,28.0,47.4,418,297,539,36.3,25.8,46.9,"23,542","22,070","25,112",,,,,,
48,285,TX,Lavaca County,"2,489","1,918","3,059",13.4,10.3,16.5,833,621,"1,046",18.9,14.1,23.7,552,393,711,17.3,12.3,22.3,"32,076","30,076","34,209",,,,,,
48,287,TX,Lee County,"1,947","1,504","2,389",12.3,9.5,15.0,725,538,912,17.2,12.7,21.6,486,344,628,15.7,11.1,20.2,"37,427","35,176","39,822",,,,,,
48,289,TX,Leon County,"2,310","1,781","2,838",14.4,11.1,17.7,791,591,992,21.5,16.0,26.9,538,383,693,19.9,14.2,25.7,"32,761","30,760","34,892",,,,,,
48,291,TX,Liberty County,"11,390","8,745","14,035",16.3,12.5,20.1,"4,447","3,328","5,565",22.4,16.8,28.1,"2,954","2,115","3,793",20.5,14.7,26.4,"38,205","35,824","40,744",,,,,,
48,293,TX,Limestone County,"3,785","2,916","4,654",18.1,13.9,22.2,"1,446","1,083","1,809",25.8,19.3,32.2,960,688,"1,232",23.8,17.0,30.5,"30,224","28,367","32,202",,,,,,
48,295,TX,Lipscomb County,409,315,504,13.6,10.4,16.7,153,113,193,19.3,14.2,24.3,109,77,141,18.4,13.0,23.8,"34,081","31,964","36,338",,,,,,
48,297,TX,Live Oak County,"1,821","1,366","2,277",18.0,13.5,22.5,555,410,699,23.3,17.2,29.3,375,265,485,21.3,15.0,27.5,"31,361","29,353","33,507",,,,,,
48,299,TX,Llano County,"2,217","1,669","2,765",12.3,9.3,15.4,667,492,842,22.3,16.5,28.2,455,321,589,21.2,15.0,27.4,"33,814","31,694","36,075",,,,,,
48,301,TX,Loving County,7,5,9,14.1,10.5,17.7,1,1,1,8.9,5.0,12.8,1,1,1,14.2,8.6,19.7,"38,806","36,042","41,781",,,,,,
48,303,TX,Lubbock County,"42,713","33,477","51,950",17.7,13.9,21.5,"15,741","11,966","19,516",24.9,18.9,30.8,"9,980","7,276","12,684",22.9,16.7,29.1,"33,158","31,192","35,249",,,,,,
48,305,TX,Lynn County,"1,155",882,"1,429",18.8,14.4,23.3,480,356,605,26.7,19.8,33.6,331,233,429,25.0,17.6,32.4,"29,408","27,569","31,369",,,,,,
48,307,TX,McCulloch County,"1,653","1,267","2,038",20.7,15.9,25.5,671,498,844,32.6,24.2,41.0,431,304,558,28.6,20.2,37.0,"28,362","26,580","30,264",,,,,,
48,309,TX,McLennan County,"38,581","30,283","46,879",18.0,14.2,21.9,"14,195","10,811","17,579",24.7,18.8,30.6,"9,168","6,699","11,637",22.7,16.6,28.8,"34,202","32,197","36,332",,,,,,
48,311,TX,McMullen County,114,85,143,13.4,10.0,16.8,30,21,38,17.7,12.4,23.1,22,15,29,16.1,10.7,21.5,"34,651","32,480","36,968",,,,,,
48,313,TX,Madison County,"1,999","1,498","2,499",19.3,14.5,24.1,678,505,851,24.8,18.5,31.2,447,318,576,22.9,16.3,29.4,"29,401","27,543","31,385",,,,,,
48,315,TX,Marion County,"2,352","1,749","2,956",21.4,15.9,26.8,780,551,"1,008",32.2,22.8,41.7,558,373,743,31.5,21.1,41.9,"24,467","22,870","26,175",,,,,,
48,317,TX,Martin County,751,573,929,17.2,13.1,21.2,337,243,432,23.7,17.1,30.4,236,161,311,22.2,15.2,29.3,"33,629","31,571","35,822",,,,,,
